rainfall start,HydRun start,HIP end,HydRun end,multipeak tag,HydRun detect?
NaN,6/24/2014 23:15,6/27/2014 6:45,6/29/2014 2:15,,
NaN,7/3/2014 17:15,7/5/2014 1:00,7/5/2014 23:45,,
NaN,7/6/2014 1:45,7/6/2014 12:45,7/6/2014 19:45,,
NaN,7/8/2014 18:45,7/10/2014 6:15,7/11/2014 5:45,,
NaN,7/15/2014 13:15,7/16/2014 16:15,7/18/2014 5:15,,
NaN,7/28/2014 2:00,7/30/2014 1:00,7/31/2014 7:00,,
NaN,8/6/2014 21:45,8/8/2014 7:00,8/10/2014 7:15,MP,
NaN,8/13/2014 10:30,8/15/2014 4:00,8/16/2014 20:00,,
NaN,8/16/2014 20:15,8/18/2014 15:15,8/19/2014 17:30,,
NaN,10/18/2014 13:30,10/20/2014 7:15,10/20/2014 13:15,,
NaN,10/23/2014 12:00,10/25/2014 11:00,10/25/2014 20:30,,
NaN,10/25/2014 20:45,10/27/2014 7:30,10/27/2014 17:45,,
NaN,10/29/2014 2:45,10/31/2014 4:45,10/31/2014 23:00,,manual
NaN,11/6/2014 20:00,11/9/2014 21:00,11/11/2014 3:45,,
NaN,11/17/2014 12:45,11/19/2014 3:45,11/20/2014 10:15,MP,
NaN,11/23/2014 6:00,11/26/2014 11:15,11/27/2014 23:30,,
NaN,4/9/2015 11:30,4/11/2015 18:15,4/12/2015 11:45,,
NaN,4/12/2015 14:15,4/13/2015 7:30,4/13/2015 12:00,,manual
NaN,4/13/2015 12:15,4/15/2015 8:30,4/16/2015 12:45,,manual
NaN,4/20/2015 8:30,4/21/2015 1:15,4/21/2015 6:00,,manual
NaN,4/21/2015 6:15,4/22/2015 3:45,4/22/2015 9:45,,manual
NaN,4/22/2015 16:30,4/23/2015 15:15,4/23/2015 22:30,,manual
4/26/2015 20:15,4/27/2015 2:30,4/29/2015 10:15,4/30/2015 10:00,,
5/4/2015 22:30,5/4/2015 22:45,5/6/2015 4:30,5/6/2015 10:15,,
5/10/2015 13:15,5/11/2015 8:45,5/13/2015 13:00,5/15/2015 9:30,,manual
5/27/2015 4:30,5/27/2015 11:30,5/28/2015 9:00,5/28/2015 14:00,,manual
5/30/2015 19:45,5/30/2015 18:45,5/31/2015 13:00,6/1/2015 1:00,,manual
5/31/2015 21:15,6/1/2015 1:15,6/2/2015 14:15,6/3/2015 11:00,,manual
6/5/2015 18:45,6/5/2015 20:00,6/7/2015 0:00,6/7/2015 17:45,,
6/9/2015 4:00,6/9/2015 4:30,6/10/2015 18:00,6/11/2015 2:30,,manual
6/12/2015 14:30,6/12/2015 16:45,6/14/2015 0:15,6/15/2015 4:45,,manual
6/16/2015 10:15,6/16/2015 9:15,6/17/2015 16:15,6/18/2015 21:00,,
6/18/2015 22:00,6/18/2015 22:00,6/19/2015 23:15,6/20/2015 14:30,,manual
6/21/2015 22:00,6/21/2015 22:30,6/22/2015 22:30,6/23/2015 10:45,,manual
6/23/2015 8:30,6/23/2015 11:00,6/23/2015 23:45,6/25/2015 3:15,,
6/28/2015 4:00,6/28/2015 5:30,6/30/2015 7:15,7/1/2015 1:45,,
7/1/2015 6:00,7/1/2015 9:45,7/2/2015 11:45,7/3/2015 20:15,,
7/8/2015 1:15,7/8/2015 3:00,7/9/2015 6:15,7/10/2015 9:00,,
7/18/2015 1:15,7/18/2015 1:45,7/18/2015 23:30,7/19/2015 7:30,,manual
7/19/2015 6:45,7/19/2015 7:45,7/20/2015 19:30,7/21/2015 12:15,MP,manual
7/21/2015 13:00,7/21/2015 12:30,7/22/2015 13:30,7/24/2015 8:45,,
7/26/2015 0:00,7/25/2015 19:30,7/26/2015 10/45,7/26/2015 16:45,,
7/27/2015 23:00,7/27/2015 22:30,7/29/2015 0:45,7/30/2015 9:45,,
7/30/2015 12:00,7/30/2015 12:15,7/31/2015 14:45,8/1/2015 9:30,,
8/10/2015 23:00,8/11/2015 9:00,8/13/2015 7:30,8/14/2015 9:15,MP,
9/7/2015 22:45,9/7/2015 23:45,9/10/2015 12:45,9/11/2015 16:15,MP,
9/13/2015 7:45,9/13/2015 19:30,9/15/2015 13:15,9/16/2015 12:00,,
9/29/2015 13:30,9/29/2015 23:00,10/1/2015 17:45,10/3/2015 11:45,,
NaN,10/9/2015 7:45,10/11/2015 5:15,10/12/2015 12:15,,
10/28/2015 13:15,10/28/2015 13:45,10/30/2015 9:45,11/1/2015 6:45,,
11/1/2015 4:15,11/1/2015 13:30,11/2/2015 18:00,11/3/2015 8:45,,
11/12/2015 14:45,11/12/2015 14:30,11/15/2015 2:00,11/16/2015 3:45,,
11/19/2015 22:30,11/19/2015 22:00,11/20/2015 22:00,11/21/2015 23:45,,
11/27/2015 20:15,11/27/2015 17:30,11/29/2015 8:30,11/30/2015 10:15,,
12/1/2015 16:15,12/1/2015 9:15,12/4/2015 19:00,12/6/2015 19:00,,
4/7/2016 10:15,4/7/2016 9:00,4/9/2016 8:00,4/10/2016 11:00,,manual
4/11/2016 7:30,4/11/2016 14:00,4/13/2016 6:00,4/14/2016 9:45,,
4/18/2016 18:15,4/18/2016 23:30,4/20/2016 0:45,4/20/2016 13:00,,
4/22/2016 3:00,4/22/2016 3:30,4/24/2016 6:15,4/25/2016 0:45,,
4/26/2016 10:00,4/26/2016 15:45,4/27/2016 12:45,4/27/2016 17:15,,
5/1/2016 12:15,5/1/2016 18:45,5/4/2016 4:15,5/5/2016 10:15,,
5/8/2016 7:45,5/8/2016 8:45,5/9/2016 11:15,5/10/2016 11:00,,
5/14/2016 19:45,5/14/2016 19:00,5/16/2016 14:45,5/17/2016 3:15,,
5/29/2016 15:45,5/29/2016 15:00,5/30/2016 10:00,5/31/2016 12:30,,
6/5/2016 10:45,6/5/2016 10:30,6/6/2016 17:30,6/7/2016 11:45,,
6/28/2016 15:30,6/28/2016 14:30,6/29/2016 13:30,6/30/2016 8:45,,manual
7/14/2016 14:30,7/14/2016 14:15,7/15/2016 11:45,7/16/2016 2:00,,
7/18/2016 11:15,7/18/2016 10:00,7/19/2016 2:30,7/19/2016 18:30,,
7/22/2016 21:30,7/22/2016 23:00,7/24/2016 21:45,7/25/2016 2:00,MP,manual
8/12/2016 7:00,8/12/2016 14:00,8/15/2016 8:00,8/15/2016 17:15,MP,
8/16/2016 14:15,8/16/2016 18:45,8/18/2016 13:30,8/19/2016 1:00,,
8/21/2016 16:45,8/21/2016 16:15,8/22/2016 22:00,8/23/2016 17:00,,
8/28/2016 15:30,8/28/2016 15:00,8/29/2016 16:15,8/30/2016 19:15,,
8/31/2016 4:00,8/31/2016 10:45,9/1/2016 19:15,9/2/2016 12:15,,
9/8/2016 17:30,9/9/2016 3:45,9/9/2016 23:00,9/10/2016 5:00,,
9/11/2016 3:45,9/11/2016 2:45,9/12/2016 2:00,9/12/2016 12:15,,
9/19/2016 4:15,9/19/2016 4:45,9/20/2016 6:00,9/20/2016 18:45,,
9/23/2016 2:15,9/23/2016 7:30,9/24/2016 13:15,9/25/2016 10:30,,
10/20/2016 15:00,10/20/2016 18:45,10/24/2016 4:00,10/25/2016 17:30,MP,
10/27/2016 16:15,10/27/2016 22:15,10/31/2016 3:15,11/1/2016 5:45,,
11/3/2016 8:30,11/3/2016 8:15,11/5/2016 7:30,11/6/2016 0:00,MP,manual
11/15/2016 21:15,11/16/2016 7:00,11/18/2016 1:15,11/18/2016 11:15,,
11/20/2016 7:45,11/20/2016 9:30,11/21/2016 20:00,11/22/2016 22:15,,manual
11/24/2016 22:45,11/25/2016 5:45,11/27/2016 18:00,11/28/2016 22:15,MP,manual
NaN,4/15/2017  19:30,4/17/2017  23:45,4/18/2017  20:00,MP,
NaN,4/19/2017  15:15,4/22/2017  14:45,4/24/2017  10:30,MP,
NaN,4/25/2017  17:45,4/27/2017  11:15,4/29/2017  2:00,,
4/30/2017  20:00,5/1/2017  2:00,5/3/2017  6:45,5/4/2017  8:30,MP,
5/4/2017  23:30,5/5/2017  4:00,5/6/2017  23:15,5/7/2017  7:30,,
5/7/2017  2:15,5/7/2017  7:45,5/8/2017  16:30,5/10/2017  2:15,,
5/14/2017  1:45,5/14/2017  5:30,5/16/2017  15:15,5/17/2017  10:30,,manual
5/21/2017  23:45,5/22/2017  0:45,5/23/2017  17:15,5/24/2017  18:00,MP,
5/25/2017  16:30,5/26/2017  4:00,5/27/2017  17:15,5/28/2017  4:30,,
5/29/2017  12:45,5/29/2017  11:15,6/1/2017  4:00,6/1/2017  17:00,,
6/2/2017  21:00,6/3/2017  11:30,6/4/2017  19:15,6/5/2017  0:15,,
6/5/2017  16:30,6/5/2017  16:00,6/8/2017  9:15,6/9/2017  20:45,,
6/16/2017  3:30,6/16/2017  2:00,6/17/2017  16:00,6/18/2017  9:30,,
6/18/2017  23:30,6/19/2017  10:30,6/21/2017  16:45,6/22/2017  0:30,MP,
6/23/2017  2:00,6/23/2017  2:30,6/24/2017  18:30,6/25/2017  15:30,,
6/25/2017  15:30,6/25/2017  15:45,6/26/2017  16:30,6/27/2017  9:15,,
6/27/2017  14:15,6/27/2017  14:00,6/28/2017  16:15,6/28/2017  22:15,,
6/29/2017  13:15,6/29/2017  18:15,6/30/2017  22:30,7/1/2017  16:30,MP,manual
7/1/2017  12:15,7/1/2017  20:45,7/2/2017  18:15,7/3/2017  5:15,,manual
7/7/2017  17:30,7/8/2017  7:30,7/9/2017  16:00,7/9/2017  23:30,MP,manual
7/10/2017  3:00,7/9/2017  23:45,7/11/2017  1:00,7/11/2017  5:30,,manual
7/11/2017  5:15,7/11/2017  5:45,7/13/2017  2:45,7/13/2017  9:30,MP,manual
7/13/2017  9:30,7/13/2017  18:00,7/14/2017  3:45,7/14/2017  6:30,,
7/14/2017  13:00,7/14/2017  13:00,7/16/2017  4:15,7/16/2017  16:45,MP,
7/16/2017  22:00,7/17/2017  1:00,7/18/2017  15:45,7/19/2017  11:15,MP,
7/20/2017  16:45,7/20/2017  16:45,7/21/2017  2:00,7/21/2017  5:15,,
7/24/2017  9:15,7/24/2017  9:15,7/26/2017  8:15,7/27/2017  7:00,,manual
8/5/2017  11:00,8/5/2017  9:15,8/6/2017  11:00,8/7/2017  11:30,,
8/12/2017  8:30,8/12/2017  12:15,8/13/2017  19:00,8/14/2017  12:30,,manual
8/15/2017  14:30,8/15/2017  14:00,8/16/2017  8:30,8/17/2017  0:45,,
8/18/2017  5:45,8/17/2017  19:30,8/20/2017  6:00,8/21/2017  10:30,MP,
8/22/2017  16:00,8/22/2017  15:15,8/24/2017  9:45,8/24/2017  21:45,,manual
NaN,9/3/2017  8:00,9/5/2017  0:30,9/5/2017  11:30,,manual
NaN,9/5/2017  11:45,9/6/2017  12:15,9/7/2017  1:15,,manual
NaN,9/7/2017  1:30,9/9/2017  4:15,9/10/2017  10:00,,manual
10/4/2017  20:45,10/5/2017  15:00,10/6/2017  1:15,10/6/2017  7:45,,manual
10/9/2017  7:15,10/9/2017  10:45,10/10/2017  17:45,10/11/2017  11:15,,manual
10/26/2017  3:00,10/26/2017  14:00,10/28/2017  7:00,10/29/2017  4:15,,manual
10/29/2017  17:30,10/30/2017  1:00,10/31/2017  9:15,10/31/2017  23:00,,
11/3/2017  6:45,11/3/2017  6:15,11/4/2017  7:15,11/5/2017  4:45,,manual
11/5/2017  19:15,11/5/2017  22:30,11/7/2017  11:00,11/8/2017  7:45,,
11/18/2017  22:00,11/19/2017  3:00,11/20/2017  8:45,11/21/2017  0:00,,
11/22/2017  9:45,11/22/2017  9:45,11/23/2017  10:45,11/23/2017  12:00,,
11/25/2017  13:15,11/25/2017  22:15,11/27/2017  4:30,11/28/2017  2:30,,
11/28/2017  12:45,11/28/2017  8:00,12/2/2017  11:30,12/3/2017  18:30,MP,
3/29/2018 18:30,3/29/2018 11:30,3/30/2018 21:00,3/31/2018 11:00,,
4/3/2018 21:15,4/4/2018 2:30,4/5/2018 1:00,4/5/2018 8:45,,
4/12/2018 17:00,4/12/2018 18:15,4/13/2018 15:15,4/13/2018 21:15,,manual
4/13/2018 20:00,4/13/2018 21:30,4/14/2018 22:00,4/15/2018 15:30,,manual
4/16/2018 9:15,4/16/2018 6:00,4/17/2018 12:45,4/18/2018 13:30,,manual
4/20/2018 8:30,4/20/2018 14:45,4/21/2018 7:15,4/21/2018 12:15,,
4/25/2018 6:00,4/25/2018 14:00,4/27/2018 4:30,4/28/2018 1:15,MP,
4/28/2018 23:30,4/29/2018 7:30,5/1/2018 2:45,5/1/2018 14:45,,
5/3/2018 9:30,5/3/2018 8:45,5/4/2018 11:30,5/4/2018 18:45,,manual
5/4/2018 19:00,5/4/2018 19:00,5/5/2018 9:30,5/6/2018 3:15,,manual
5/15/2018 9:00,5/15/2018 9:00,5/16/2018 13:15,5/17/2018 5:45,,
5/19/2018 19:30,5/20/2018 6:30,5/21/2018 11:15,5/22/2018 6:15,,
5/25/2018 22:00,5/26/2018 7:30,5/27/2018 23:30,5/29/2018 22:00,,
7/1/2018 0:00,6/30/2018 21:30,7/2/2018 11:15,7/3/2018 7:30,MP,
7/25/2018 20:15,7/25/2018 19:00,7/27/2018 5:00,7/28/2018 0:30,MP,
8/8/2018 20:30,8/8/2018 19:15,8/9/2018 17:45,8/10/2018 11:45,,
10/2/2018 2:30,10/2/2018 13:45,10/4/2018 4:15,10/4/2018 13:45,,
10/11/2018 5:30,10/11/2018 10:00,10/13/2018 6:30,10/13/2018 16:30,,
10/27/2018 16:15,10/27/2018 22:00,10/29/2018 22:15,10/30/2018 5:00,,manual
11/1/2018 12:15,11/1/2018 18:45,11/4/2018 18:45,11/5/2018 13:15,MP,manual
11/6/2018 12:45,11/6/2018 16:00,11/7/2018 19:15,11/8/2018 15:45,,
11/9/2018 17:15,11/9/2018 22:45,11/11/2018 12:00,11/12/2018 9:45,,
11/13/2018 2:30,11/13/2018 10:15,11/14/2018 11:15,11/15/2018 2:30,,
11/25/2018 5:00,11/25/2018 6:30,11/27/2018 23:15,11/29/2018 9:30,MP,
